filepath,filename,speaker_id,label,source,duration_sec,sample_rate,channels,session_id,session_date,session_environment,session_comments,speaker_id_log,speaker_name,speaker_age,speaker_gender,speaker_dialect,mother_dialect,father_dialect,speaker_profession,speaker_comments_log
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0042.wav,0200.111020.092714.0042.wav,0200,bonafide,bonafide,2.075,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0043.wav,0200.111020.092714.0043.wav,0200,bonafide,bonafide,2.075,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0044.wav,0200.111020.092714.0044.wav,0200,bonafide,bonafide,2.675,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0046.wav,0200.111020.092714.0046.wav,0200,bonafide,bonafide,2.175,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0049.wav,0200.111020.092714.0049.wav,0200,bonafide,bonafide,2.275,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0050.wav,0200.111020.092714.0050.wav,0200,bonafide,bonafide,1.475,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0052.wav,0200.111020.092714.0052.wav,0200,bonafide,bonafide,2.475,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0053.wav,0200.111020.092714.0053.wav,0200,bonafide,bonafide,2.475,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0054.wav,0200.111020.092714.0054.wav,0200,bonafide,bonafide,1.175,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0056.wav,0200.111020.092714.0056.wav,0200,bonafide,bonafide,2.375,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0057.wav,0200.111020.092714.0057.wav,0200,bonafide,bonafide,3.075,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0058.wav,0200.111020.092714.0058.wav,0200,bonafide,bonafide,2.275,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0060.wav,0200.111020.092714.0060.wav,0200,bonafide,bonafide,2.675,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0061.wav,0200.111020.092714.0061.wav,0200,bonafide,bonafide,1.975,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0062.wav,0200.111020.092714.0062.wav,0200,bonafide,bonafide,4.575,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0063.wav,0200.111020.092714.0063.wav,0200,bonafide,bonafide,2.075,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0064.wav,0200.111020.092714.0064.wav,0200,bonafide,bonafide,2.775,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0065.wav,0200.111020.092714.0065.wav,0200,bonafide,bonafide,2.475,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0068.wav,0200.111020.092714.0068.wav,0200,bonafide,bonafide,2.475,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0070.wav,0200.111020.092714.0070.wav,0200,bonafide,bonafide,2.675,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0071.wav,0200.111020.092714.0071.wav,0200,bonafide,bonafide,2.975,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0073.wav,0200.111020.092714.0073.wav,0200,bonafide,bonafide,5.075,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0075.wav,0200.111020.092714.0075.wav,0200,bonafide,bonafide,5.975,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0078.wav,0200.111020.092714.0078.wav,0200,bonafide,bonafide,3.875,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0079.wav,0200.111020.092714.0079.wav,0200,bonafide,bonafide,4.975,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0080.wav,0200.111020.092714.0080.wav,0200,bonafide,bonafide,2.375,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0084.wav,0200.111020.092714.0084.wav,0200,bonafide,bonafide,3.375,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0085.wav,0200.111020.092714.0085.wav,0200,bonafide,bonafide,5.075,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0086.wav,0200.111020.092714.0086.wav,0200,bonafide,bonafide,3.575,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0089.wav,0200.111020.092714.0089.wav,0200,bonafide,bonafide,6.875,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0090.wav,0200.111020.092714.0090.wav,0200,bonafide,bonafide,3.275,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0091.wav,0200.111020.092714.0091.wav,0200,bonafide,bonafide,2.375,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0092.wav,0200.111020.092714.0092.wav,0200,bonafide,bonafide,1.175,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0093.wav,0200.111020.092714.0093.wav,0200,bonafide,bonafide,1.775,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0094.wav,0200.111020.092714.0094.wav,0200,bonafide,bonafide,1.775,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0095.wav,0200.111020.092714.0095.wav,0200,bonafide,bonafide,2.475,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0096.wav,0200.111020.092714.0096.wav,0200,bonafide,bonafide,2.075,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0098.wav,0200.111020.092714.0098.wav,0200,bonafide,bonafide,3.175,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0099.wav,0200.111020.092714.0099.wav,0200,bonafide,bonafide,2.075,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0100.wav,0200.111020.092714.0100.wav,0200,bonafide,bonafide,2.075,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0101.wav,0200.111020.092714.0101.wav,0200,bonafide,bonafide,3.375,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0103.wav,0200.111020.092714.0103.wav,0200,bonafide,bonafide,3.175,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0106.wav,0200.111020.092714.0106.wav,0200,bonafide,bonafide,2.575,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0109.wav,0200.111020.092714.0109.wav,0200,bonafide,bonafide,2.275,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0110.wav,0200.111020.092714.0110.wav,0200,bonafide,bonafide,1.975,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0111.wav,0200.111020.092714.0111.wav,0200,bonafide,bonafide,2.175,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0112.wav,0200.111020.092714.0112.wav,0200,bonafide,bonafide,1.775,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0113.wav,0200.111020.092714.0113.wav,0200,bonafide,bonafide,1.275,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0114.wav,0200.111020.092714.0114.wav,0200,bonafide,bonafide,2.375,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
C:\Users\Ninzz\Programming\PLD\up-dsp-pld\PLD\CEB\0200\0200.111020.092714.0115.wav,0200.111020.092714.0115.wav,0200,bonafide,bonafide,1.775,16000,1,111020.092714,20/10/2011 (dd/mm/yyyy),closed empty room,"0dB, 80 Hz",0200,Speaker_0200,43,male,Cebuano - Northern Mindanao,Boholano,Chabacano,Veterinarian,
